chromosome	start	end	gene	minCopyNumber	maxCopyNumber	somaticRegions	transcriptId	isCanonical	chromosomeBand	minRegions	minRegionStart	minRegionEnd	minRegionStartSupport	minRegionEndSupport	minRegionMethod	minMinorAlleleCopyNumber
chr10	71790747	71790800	MIR7152	1.0045	1.0045	1	ENST00000619512	true	q22.1	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	71816298	71851251	PSAP	1.0045	1.0045	1	ENST00000394936	true	q22.1	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	71844735	71844794	RNU7-38P	1.0045	1.0045	1	ENST00000459501	true	q22.1	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	71878356	71879107	AC073370.1	1.0045	1.0045	1	ENST00000441348	true	q22.1	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	71964395	72013558	CHST3	1.0045	1.0045	1	ENST00000373115	true	q22.1	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	72053294	72054037	AC022392.1	1.0045	1.0045	1	ENST00000609403	true	q22.1	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	72059035	72089032	SPOCK2	1.0045	1.0045	1	ENST00000317376	true	q22.1	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	72096521	72216275	ASCC1	1.0045	1.0045	1	ENST00000342444	true	q22.1	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	72180858	72180989	RF00340	1.0045	1.0045	1	ENST00000363424	true	q22.1	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	72189941	72190576	RPL15P14	1.0045	1.0045	1	ENST00000416278	true	q22.1	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	72216000	72235858	ANAPC16	1.0045	1.0045	1	ENST00000621663	true	q22.1	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	72273924	72276036	DDIT4	1.0045	1.0045	1	ENST00000307365	true	q22.1	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	72274915	72275980	DDIT4-AS1	1.0045	1.0045	1	ENST00000491934	true	q22.1	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	72332830	72355149	DNAJB12	1.0045	1.0045	1	ENST00000338820	true	q22.1	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	72367546	72626131	MICU1	1.0045	1.0045	1	ENST00000642044	true	q22.1	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	72391964	72392069	RNU6-805P	1.0045	1.0045	1	ENST00000365643	true	q22.1	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	72467749	72473304	AC091769.2	1.0045	1.0045	1	ENST00000605385	true	q22.1	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	72483245	72483812	AC091769.1	1.0045	1.0045	1	ENST00000619576	true	q22.1	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	72501746	72502956	AL513185.1	1.0045	1.0045	1	ENST00000431638	true	q22.1	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	72560264	72560456	AL513185.2	1.0045	1.0045	1	ENST00000425543	true	q22.1	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	72582803	72583086	RN7SL840P	1.0045	1.0045	1	ENST00000606883	true	q22.1	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	72636497	72636765	HMGN2P34	1.0045	1.0045	1	ENST00000437647	true	q22.1	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	72643011	72644650	AL513185.3	1.0045	1.0045	1	ENST00000433335	true	q22.1	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	72692131	72887694	MCU	1.0045	1.0045	1	ENST00000373053	true	q22.1	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	72721029	72721100	MIR4676	1.0045	1.0045	1	ENST00000583078	true	q22.1	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	72730557	72731175	AC016542.3	1.0045	1.0045	1	ENST00000623520	true	q22.1	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	72756398	72757016	AC016542.2	1.0045	1.0045	1	ENST00000624201	true	q22.1	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	72766560	72767052	AC016542.1	1.0045	1.0045	1	ENST00000608259	true	q22.1	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	72893739	72933036	OIT3	1.0045	1.0045	1	ENST00000334011	true	q22.1	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	72917641	72918534	NPM1P24	1.0045	1.0045	1	ENST00000428039	true	q22.1	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	72935170	72954778	PLA2G12B	1.0045	1.0045	1	ENST00000373032	true	q22.1	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73005833	73006595	RPL17P50	1.0045	1.0045	1	ENST00000396131	true	q22.1	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73007224	73096974	P4HA1	1.0045	1.0045	1	ENST00000263556	true	q22.1	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73065126	73065467	AL731563.1	1.0045	1.0045	1	ENST00000442202	true	q22.1	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73071295	73074008	AL731563.2	1.0045	1.0045	1	ENST00000431293	true	q22.1	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73098044	73101297	AL731563.3	1.0045	1.0045	1	ENST00000608005	true	q22.1-q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73110455	73131823	NUDT13	1.0045	1.0045	1	ENST00000357321	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73124573	73125405	AC016394.2	1.0045	1.0045	1	ENST00000608444	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73126080	73126207	SNORA11F	1.0045	1.0045	1	ENST00000408237	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73134583	73168064	ECD	1.0045	1.0045	1	ENST00000430082	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73168166	73244504	FAM149B1	1.0045	1.0045	1	ENST00000242505	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73241954	73248862	DNAJC9	1.0045	1.0045	1	ENST00000372950	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73199826	73201225	EIF4A2P2	1.0045	1.0045	1	ENST00000455776	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73247360	73276984	DNAJC9-AS1	1.0045	1.0045	1	ENST00000440197	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73248849	73252644	MRPS16	1.0045	1.0045	1	ENST00000372945	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73252791	73254349	AC016394.1	1.0045	1.0045	1	ENST00000457147	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73253759	73358859	CFAP70	1.0045	1.0045	1	ENST00000310715	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73279062	73279168	RNU6-833P	1.0045	1.0045	1	ENST00000363486	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73375445	73414067	ANXA7	1.0045	1.0045	1	ENST00000372919	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73381433	73383496	AL512656.1	1.0045	1.0045	1	ENST00000427492	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73422259	73422696	RPL26P6	1.0045	1.0045	1	ENST00000440913	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73423579	73433561	MSS51	1.0045	1.0045	1	ENST00000299432	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73436806	73496024	PPP3CB	1.0045	1.0045	1	ENST00000394829	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73495753	73507282	PPP3CB-AS1	1.0045	1.0045	1	ENST00000620302	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73497538	73625650	USP54	1.0045	1.0045	1	ENST00000339859	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73529051	73529157	RNU6-883P	1.0045	1.0045	1	ENST00000384597	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73537803	73538391	RPS26P41	1.0045	1.0045	1	ENST00000450370	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73625996	73626790	AC073389.1	1.0045	1.0045	1	ENST00000595595	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73630556	73631490	AC073389.3	1.0045	1.0045	1	ENST00000609434	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73631654	73641757	MYOZ1	1.0045	1.0045	1	ENST00000359322	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73644886	73656029	SYNPO2L	1.0045	1.0045	1	ENST00000394810	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73666640	73675421	AC073389.2	1.0045	1.0045	1	ENST00000654036	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73674378	73697867	AGAP5	1.0045	1.0045	1	ENST00000374094	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73674295	73730466	AC022400.3	1.0045	1.0045	1	ENST00000399449	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73699151	73730487	AC022400.5	1.0045	1.0045	1	ENST00000580790	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73703735	73713509	AC022400.6	1.0045	1.0045	1	ENST00000415917	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73706490	73706613	RNA5SP320	1.0045	1.0045	1	ENST00000516263	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73715843	73730469	BMS1P4	1.0045	1.0045	1	ENST00000584747	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73730562	73731771	GLUD1P3	1.0045	1.0045	1	ENST00000507952	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73731824	73733638	DUSP8P5	1.0045	1.0045	1	ENST00000422884	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73740538	73740823	AC022400.4	1.0045	1.0045	1	ENST00000604613	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73742995	73744230	AC022400.8	1.0045	1.0045	1	ENST00000625041	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73744391	73772161	SEC24C	1.0045	1.0045	1	ENST00000339365	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73769264	73772862	AC022400.9	1.0045	1.0045	1	ENST00000623453	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73772276	73776219	FUT11	1.0045	1.0045	1	ENST00000372841	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73782048	73783652	CHCHD1	1.0045	1.0045	1	ENST00000372833	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73785624	73801797	ZSWIM8	1.0045	1.0045	1	ENST00000398706	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73791218	73791490	AC022400.10	1.0045	1.0045	1	ENST00000623633	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73796514	73811651	AC022400.7	1.0045	1.0045	1	ENST00000603027	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73796514	73801399	ZSWIM8-AS1	1.0045	1.0045	1	ENST00000456638	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73801911	73811584	NDST2	1.0045	1.0045	1	ENST00000309979	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73812501	73874591	CAMK2G	1.0045	1.0045	1	ENST00000322680	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73813518	73814737	AC022400.1	1.0045	1.0045	1	ENST00000434147	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73841833	73847115	AC022400.2	1.0045	1.0045	1	ENST00000446730	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73911132	73917494	PLAU	1.0045	1.0045	1	ENST00000372764	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73909978	73916642	C10orf55	1.0045	1.0045	1	ENST00000412307	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	73998114	74120160	VCL	1.0045	1.0045	1	ENST00000211998	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	74005137	74027915	AL596247.1	1.0045	1.0045	1	ENST00000416076	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	74120255	74151063	AP3M1	1.0045	1.0045	1	ENST00000355264	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	74151229	74708475	ADK	1.0045	1.0045	1	ENST00000286621	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	74344550	74344805	TIMM9P1	1.0045	1.0045	1	ENST00000436122	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	74371535	74372416	RPSAP6	1.0045	1.0045	1	ENST00000417882	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	74423435	74424014	RAB5CP1	1.0045	1.0045	1	ENST00000395972	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	74506081	74529355	AC022540.1	1.0045	1.0045	1	ENST00000448214	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	74527584	74527947	MRPL35P3	1.0045	1.0045	1	ENST00000421557	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	74641410	74641776	NDUFA8P1	1.0045	1.0045	1	ENST00000605525	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	74654956	74656131	POLR3DP1	1.0045	1.0045	1	ENST00000398689	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	74675767	74680608	AL357037.1	1.0045	1.0045	1	ENST00000661461	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	74744386	74744707	FAM32CP	1.0045	1.0045	1	ENST00000454758	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	74821610	74822130	AC063962.1	1.0045	1.0045	1	ENST00000608199	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	74826600	75032624	KAT6B	1.0045	1.0045	1	ENST00000287239	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	75003055	75025174	AC018511.2	1.0045	1.0045	1	ENST00000413431	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	75023475	75024251	AC018511.1	1.0045	1.0045	1	ENST00000436608	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	75037836	75058514	DUPD1	1.0045	1.0045	1	ENST00000338487	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	75041876	75055754	AC018511.5	1.0045	1.0045	1	ENST00000649504	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	75089248	75089725	PPIAP13	1.0045	1.0045	1	ENST00000434706	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	75094436	75099527	DUSP13	1.0045	1.0045	1	ENST00000478873	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	75111656	75182123	SAMD8	1.0045	1.0045	1	ENST00000542569	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	75125217	75125862	RPS26P42	1.0045	1.0045	1	ENST00000413485	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	75210848	75231277	VDAC2	1.0045	1.0045	1	ENST00000313132	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	75233969	75236011	COMTD1	1.0045	1.0045	1	ENST00000372538	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	75296344	75362126	ZNF503-AS1	1.0045	1.0045	1	ENST00000528121	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	75269392	75269545	RPL39P25	1.0045	1.0045	1	ENST00000449384	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	75276376	75276646	HMGA1P5	1.0045	1.0045	1	ENST00000412453	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	75279726	75401246	AC010997.3	1.0045	1.0045	1	ENST00000418818	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	75288333	75288682	AC010997.1	1.0045	1.0045	1	ENST00000447646	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	75382393	75382844	SPA17P1	1.0045	1.0045	1	ENST00000416656	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	75397830	75401764	ZNF503	1.0045	1.0045	1	ENST00000372524	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	75403054	75408982	ZNF503-AS2	1.0045	1.0045	1	ENST00000425916	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	75408973	75409326	AC010997.5	1.0045	1.0045	1	ENST00000609182	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	75409142	75411842	AC010997.4	1.0045	1.0045	1	ENST00000609200	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	75430571	75431588	AC010997.2	1.0045	1.0045	1	ENST00000427610	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	75431624	76560168	LRMDA	1.0045	1.0045	1	ENST00000611255	true	q22.2-q22.3	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	75450081	75451725	AC010997.6	1.0045	1.0045	1	ENST00000623230	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	75552458	75552553	MIR606	1.0045	1.0045	1	ENST00000384851	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	75592644	75628120	AL589863.2	1.0045	1.0045	1	ENST00000670381	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	75642476	75643106	AL589863.1	1.0045	1.0045	1	ENST00000595383	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	75742740	75743755	AL731568.1	1.0045	1.0045	1	ENST00000445111	true	q22.2	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	76242022	76242301	RN7SL518P	1.0045	1.0045	1	ENST00000491887	true	q22.3	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	76260800	76260903	RNU6-673P	1.0045	1.0045	1	ENST00000365084	true	q22.3	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	76270206	76270800	AC012048.1	1.0045	1.0045	1	ENST00000622980	true	q22.3	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	76437408	76438775	AC013286.1	1.0045	1.0045	1	ENST00000412137	true	q22.3	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	76558350	76560994	AC024603.1	1.0045	1.0045	1	ENST00000597938	true	q22.3	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	76836568	76836861	ATP5MC1P8	1.0045	1.0045	1	ENST00000416294	true	q22.3	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	76884882	77637808	KCNMA1	1.0045	1.0045	1	ENST00000286628	true	q22.3	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	76888044	76905131	KCNMA1-AS1	1.0045	1.0045	1	ENST00000429850	true	q22.3	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	77147652	77150100	KCNMA1-AS2	1.0045	1.0045	1	ENST00000428936	true	q22.3	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	77313941	77315694	AL731575.1	1.0045	1.0045	1	ENST00000413564	true	q22.3	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	77354404	77376613	KCNMA1-AS3	1.0045	1.0045	1	ENST00000418515	true	q22.3	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	77433572	77433782	COX6CP15	1.0045	1.0045	1	ENST00000426313	true	q22.3	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	77587049	77587159	RNA5SP321	1.0045	1.0045	1	ENST00000362722	true	q22.3	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	77730766	77734769	AL731556.1	1.0045	1.0045	1	ENST00000394628	true	q22.3	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	77738246	77739015	AL731556.2	1.0045	1.0045	1	ENST00000615610	true	q22.3	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	77776951	77777055	RNU6-1266P	1.0045	1.0045	1	ENST00000362794	true	q22.3	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	77780337	77781876	IMPDH1P5	1.0045	1.0045	1	ENST00000439688	true	q22.3	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	77782866	77793176	AL450306.1	1.0045	1.0045	1	ENST00000434097	true	q22.3	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	77790791	77926755	DLG5	1.0045	1.0045	1	ENST00000372391	true	q22.3	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	77866875	77869610	AL391421.1	1.0045	1.0045	1	ENST00000372387	true	q22.3	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	77912271	77912545	RN7SL284P	1.0045	1.0045	1	ENST00000498823	true	q22.3	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	77927631	77929824	DLG5-AS1	1.0045	1.0045	1	ENST00000632919	true	q22.3	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	77953495	77953876	H2AFZP5	1.0045	1.0045	1	ENST00000446960	true	q22.3	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	77975149	78029515	POLR3A	1.0045	1.0045	1	ENST00000372371	true	q22.3	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	78033863	78056813	RPS24	1.0045	1.0045	1	ENST00000440692	true	q22.3	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	78068623	78069538	GNAI2P2	1.0045	1.0045	1	ENST00000417003	true	q22.3	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	78176928	78178186	AL731555.1	1.0045	1.0045	1	ENST00000634547	true	q22.3	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	78406544	78550857	AC012560.1	1.0045	1.0045	1	ENST00000510550	true	q22.3	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	78248748	78252645	LINC00595	1.0045	1.0045	1	ENST00000434974	true	q22.3	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	78288059	78290565	AC010163.3	1.0045	1.0045	1	ENST00000669110	true	q22.3	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	78293842	78301003	AC010163.1	1.0045	1.0045	1	ENST00000434440	true	q22.3	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	78352597	78356100	AC010163.2	1.0045	1.0045	1	ENST00000416341	true	q22.3	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	78367507	78367623	RF00056	1.0045	1.0045	1	ENST00000364523	true	q22.3	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	78538391	78551719	AL583852.1	1.0045	1.0045	1	ENST00000635018	true	q22.3	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	78696062	78697022	AC016820.1	1.0045	1.0045	1	ENST00000455498	true	q22.3	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	78943328	79067895	ZMIZ1-AS1	1.0045	1.0045	1	ENST00000456353	true	q22.3	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
chr10	79000484	79003803	AL356753.1	1.0045	1.0045	1	ENST00000427035	true	q22.3	1	40640102	87773107	CENTROMERE	BND	BAF_WEIGHTED	0.0000
